,H0_Seed167,H1_Seed168,H2_Seed169,H3_Seed170,H4_Seed171,H5_Seed172,H6_Seed173,H7_Seed174,H8_Seed175,H9_Seed176
70,0.0038703112505421083,-0.006250355225881117,0.0037434915568447936,0.005331859978423365,-0.00403827637930973,-0.00022221819013165705,0.008194780899861297,-5.311545805414938e-93,-0.008394935046302858,-0.014199782060872109
71,0.0038118343046631285,-0.006082389884057202,0.003693647516612782,0.00548808177387807,-0.004225031335003859,-0.00023303652756532386,0.0081484759409684,-4.05019076865411e-86,-0.008894146522970445,-0.01432866569752406
72,0.003741799656333944,-0.00589637950501585,0.003632567846168209,0.005665790724301556,-0.004397637559355198,-0.000430386332900173,0.008077045698729695,-1.426702729745995e-79,-0.009360497800127151,-0.014412249143545788
73,0.0036604742301852805,-0.0056929795751402,0.0035604902233166416,0.005824893122851544,-0.004555617337312779,-0.0008246497446090664,0.007980818771722254,1.731444460625809e-72,-0.009781621447155343,-0.01445046352873554
74,0.0035681593003187716,-0.005472897719487337,0.0034776858543521623,0.005964971666428991,-0.004698540028583225,-0.0012142397866382695,0.007860200002735272,3.923222211283322e-65,-0.010169984015462914,-0.014443381579707816
75,0.0034651894803617374,-0.005236891418621344,0.0033844585596044183,0.006085669702195837,-0.004826023315645027,-0.0015979610023503122,0.007715669060447159,4.2683741879869905e-58,-0.010524507090252601,-0.014391217104979991
76,0.003351931610234428,-0.004839973103954907,0.0032811437578766363,0.006186692223777437,-0.004937734299508592,-0.0019746393900197576,0.007547778788491177,3.004003722431109e-51,-0.010844226369756411,-0.014294324039448497
77,0.00322878354311345,-0.0039273518950094614,0.0031681073529524007,0.006267806667841888,-0.005033390439780167,-0.0023431266563772534,0.007357153327072005,7.368529571677056e-45,-0.011128289397282316,-0.014153195051227033
78,0.003096172836377719,-0.0030071195599262776,0.0030457445256455483,0.0063288435142783645,-0.005112760336051091,-0.0027023037588444028,0.007144486012982491,-1.8103635907380506e-37,-0.011375958000871433,-0.013968461813950953
79,0.002954555350638859,-0.0020823648249812137,0.0029144784351778094,0.00636969668807172,-0.0051756643481439945,-0.003051084352644386,0.006910537064594761,-3.359699038667981e-30,-0.011586610372179345,-0.01333573632435201
80,0.0028044137612346955,-0.0011560088220063606,0.002774758833941312,0.006390323761550351,-0.005221975053217264,-0.003388418131918664,0.006656131059042189,-3.390682287390285e-23,-0.011759742777936472,-0.01229245851136488
81,0.0026462559868700416,-0.0002309684845690337,0.0026270606000049625,0.006390745956363116,-0.005251617538282341,-0.0037132940543246795,0.006382154209529192,-2.1817772410963838e-16,-0.011894970898584638,-0.011216100213191044
82,0.002480613540350147,0.0006898526152353214,0.0024718821919828787,0.006371047945165079,-0.005264569527200678,-0.004024743438945872,0.006089551451333728,-2.430456891399699e-10,-0.011992030789845813,-0.010110189282518006
83,0.0023080398065976485,0.001603573378949644,0.0023097440311272877,0.006331377453608948,-0.005260861341736073,-0.004321842927724881,0.0057793233456662416,-0.0003605317369420524,-0.012050779464136194,-0.008978333409856055
84,0.002129108253384635,0.0025073442141023837,0.0021411868157488645,0.006271944663884145,-0.005240575696773172,-0.004603717301059398,0.005452522811147332,-0.0010682637007470483,-0.012071195089961934,-0.007824210587656887
85,0.0019444105804192675,0.0033983559581488294,0.001966769773275981,0.006193021421633984,-0.005203847330303108,-0.004869542138615718,0.005110251693192054,-0.0017688329111007375,-0.01205337680855851,-0.0066515573610899
86,0.0017545548126499545,0.004273848665758955,0.0017870688554898644,0.0060949402487718496,-0.005150862469355799,-0.005118546316943374,0.004753657182170025,-0.002460055677872794,-0.011997544168372967,-0.005464156905442103
87,0.0015601633438223161,0.005131120231603458,0.00160267488264791,0.0059780928925514355,-0.005081858133556625,-0.005350014335964905,0.004383928091674986,-0.003139786203168999,-0.011904036179147561,-0.004265826967895487
88,0.0013618709364888134,0.005967534821278076,0.0014141916423759922,0.00560479601353089,-0.00499712127850131,-0.005563288466947264,0.004002291008693582,-0.003805921894176733,-0.011773309988570064,-0.003060407711909265
89,0.0011603226423869135,0.006780531083587302,0.001222233949361811,0.005051585903922005,-0.004896987781657007,-0.005757770715123081,0.003610006327885991,-0.004456409934354809,-0.011605939185664627,-0.0018517495027894765
90,0.0011778549556272317,0.007567630118022994,0.001027425672009873,0.004485304811644716,-0.004781841273977286,-0.005932924590677616,0.0032083641825614174,-0.005089253689923567,-0.011402611736230868,-0.0006437006732715942
91,0.0019932288964262857,0.008326443172104212,0.0008303977323425583,0.00390775463272681,-0.004652111820966303,-0.006088276682484925,0.002798680285310648,-0.005702518931281184,-0.011164127556145053,0.0005599046919409854
